open,high,low,close,volume,marketCap,timestamp
0.0004937829,0.0005605629,0.0004533589,0.0005524204,1113102.48,0.0,2021-02-16T23:59:59.999Z
0.0005543294,0.0006718247,0.0004058703,0.0006618508,1112523.91,0.0,2021-02-17T23:59:59.999Z
0.0006643631,0.00166058,0.0006230547,0.001569039,5855278.01,0.0,2021-02-18T23:59:59.999Z
0.0015633303,0.0019744256,0.0013120709,0.001850992,4937384.14,0.0,2021-02-19T23:59:59.999Z
0.0018465958,0.0020334298,0.0015177693,0.0020283713,4675645.2,0.0,2021-02-20T23:59:59.999Z
0.0020283713,0.0030091321,0.0019353297,0.002525803,6892054.8,0.0,2021-02-21T23:59:59.999Z
0.0025250185,0.0027233926,0.0020502638,0.0025378794,3365944.18,0.0,2021-02-22T23:59:59.999Z
0.0025290747,0.0025292227,0.0016718334,0.00217278,3270400.5,0.0,2021-02-23T23:59:59.999Z
0.0021751694,0.0023881723,0.001709924,0.0023814156,3759821.93,0.0,2021-02-24T23:59:59.999Z
0.0023783933,0.0024571911,0.0021625231,0.0022366114,4345569.37,0.0,2021-02-25T23:59:59.999Z
0.002237015,0.0023361596,0.001976342,0.0021233451,3089463.82,0.0,2021-02-26T23:59:59.999Z
0.0021398092,0.0021869592,0.0017240159,0.0020119028,2453039.67,0.0,2021-02-27T23:59:59.999Z
0.0020118034,0.0020118034,0.0013050335,0.0016861683,2703494.24,0.0,2021-02-28T23:59:59.999Z
0.0016839598,0.0023112628,0.0016839598,0.0021125689,2710128.4,0.0,2021-03-01T23:59:59.999Z
0.002119435,0.0024995095,0.0020213952,0.0021749953,6383085.4,0.0,2021-03-02T23:59:59.999Z
0.0021685144,0.002214251,0.0019564642,0.0020735407,4205639.36,0.0,2021-03-03T23:59:59.999Z
0.0020789071,0.0021809289,0.0019245179,0.0020546648,3801506.83,0.0,2021-03-04T23:59:59.999Z
0.0020696531,0.0020722688,0.0018710932,0.0019791981,2504064.62,0.0,2021-03-05T23:59:59.999Z
0.0019875301,0.0020610273,0.0016467725,0.0020054386,4043098.12,0.0,2021-03-06T23:59:59.999Z
0.0020055058,0.0023910683,0.0019572853,0.0021960128,4491423.45,0.0,2021-03-07T23:59:59.999Z
0.0021945815,0.0024768754,0.0021945815,0.0024714494,3992527.56,0.0,2021-03-08T23:59:59.999Z
0.0024868301,0.0028653857,0.0023011725,0.0027976069,8412161.82,0.0,2021-03-09T23:59:59.999Z
0.0027877029,0.0028776755,0.0026109615,0.0028347829,6846276.09,0.0,2021-03-10T23:59:59.999Z
0.0028263739,0.0028423119,0.0025923672,0.0025924091,7142785.01,0.0,2021-03-11T23:59:59.999Z
0.0025803571,0.0027544048,0.0025290115,0.0027170618,6563086.77,0.0,2021-03-12T23:59:59.999Z
0.0027240221,0.0027617859,0.002638447,0.0027286819,6286800.12,0.0,2021-03-13T23:59:59.999Z
0.0027286066,0.0062594223,0.0027141754,0.0060511692,38459493.7,0.0,2021-03-14T23:59:59.999Z
0.0060505392,0.0066564347,0.0049392722,0.0066409926,51301483.12,0.0,2021-03-15T23:59:59.999Z
0.0066562432,0.0066723747,0.0058804058,0.0064836262,34642985.64,0.0,2021-03-16T23:59:59.999Z
0.006496004,0.0066338673,0.0060534673,0.0064414366,28993203.63,0.0,2021-03-17T23:59:59.999Z
0.0064002511,0.0082900835,0.0063523405,0.0082810356,64670255.89,0.0,2021-03-18T23:59:59.999Z
0.008323691,0.01,0.0083044182,0.01,106921980.79,0.0,2021-03-19T23:59:59.999Z
0.01,0.01,0.0080026093,0.01,61450878.05,1605045599.37,2021-03-20T23:59:59.999Z
0.01,0.01,0.0083196393,0.01,48690931.86,1561407981.51,2021-03-21T23:59:59.999Z
0.01,0.01,0.0069645664,0.0078613168,55162051.3,1307225290.88,2021-03-22T23:59:59.999Z
0.0078286316,0.01,0.0071766644,0.0081487932,44649743.07,1355028234.4,2021-03-23T23:59:59.999Z
0.0082165152,0.01,0.0073583044,0.0075507828,32147416.94,1255587988.98,2021-03-24T23:59:59.999Z
0.0075694794,0.0081796287,0.0072949139,0.0079060621,28064730.42,1314665635.31,2021-03-25T23:59:59.999Z
0.0079293255,0.01,0.0079285443,0.01,33667483.94,1450121315.8,2021-03-26T23:59:59.999Z
0.01,0.01,0.01,0.01,29428609.9,1712210167.33,2021-03-27T23:59:59.999Z
0.01,0.01,0.01,0.01,33482163.49,1590223603.6,2021-03-28T23:59:59.999Z
